epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
368,2333.49,0.78901,0.47245,0.82484,0.80157,0.59899,0.67067,0.48792,0.81567,0.4717,0.82106,0.000397919,0.000397919,0.000397919
369,2339.78,0.79303,0.47464,0.82707,0.80189,0.60848,0.67428,0.4811,0.82249,0.47318,0.8217,0.0003973,0.0003973,0.0003973
370,2346.16,0.79909,0.47511,0.82712,0.79746,0.60109,0.67503,0.48091,0.81247,0.47142,0.82074,0.000396681,0.000396681,0.000396681
371,2352.42,0.80332,0.47837,0.82738,0.82664,0.58714,0.67393,0.47633,0.80936,0.47079,0.82062,0.000396063,0.000396063,0.000396063
372,2358.71,0.7958,0.47533,0.82685,0.742,0.62465,0.67218,0.47868,0.80859,0.47004,0.82026,0.000395444,0.000395444,0.000395444
373,2365.08,0.79211,0.47503,0.8276,0.79311,0.5923,0.66513,0.48177,0.82031,0.47188,0.82162,0.000394825,0.000394825,0.000394825
374,2371.36,0.78202,0.47058,0.82695,0.83848,0.5933,0.67599,0.48235,0.82417,0.47146,0.82069,0.000394206,0.000394206,0.000394206
375,2377.76,0.79525,0.4751,0.82541,0.80553,0.60473,0.67491,0.47723,0.85508,0.48046,0.8267,0.000393587,0.000393587,0.000393587
376,2383.99,0.80287,0.47664,0.82478,0.78254,0.61381,0.67626,0.48122,0.82888,0.47745,0.8239,0.000392969,0.000392969,0.000392969
377,2390.39,0.79001,0.47029,0.82289,0.80345,0.60544,0.68549,0.48308,0.81279,0.47521,0.82156,0.00039235,0.00039235,0.00039235
378,2396.81,0.78788,0.47613,0.82677,0.85026,0.57729,0.68441,0.49078,0.80767,0.47286,0.82138,0.000391731,0.000391731,0.000391731
379,2403.14,0.7914,0.47699,0.82836,0.77525,0.6111,0.66891,0.47312,0.80423,0.4737,0.82061,0.000391112,0.000391112,0.000391112
380,2409.46,0.78987,0.47251,0.82559,0.79029,0.612,0.67571,0.47833,0.79731,0.46963,0.81872,0.000390494,0.000390494,0.000390494
381,2415.66,0.81675,0.48054,0.82963,0.7852,0.60091,0.65496,0.47405,0.81589,0.47174,0.82115,0.000389875,0.000389875,0.000389875
382,2421.99,0.78773,0.47173,0.82817,0.81276,0.59705,0.66692,0.47967,0.802,0.46655,0.81994,0.000389256,0.000389256,0.000389256
383,2428.2,0.77189,0.46337,0.8236,0.84603,0.58959,0.68631,0.4892,0.79843,0.46578,0.81867,0.000388638,0.000388638,0.000388638
384,2434.57,0.78596,0.47461,0.8279,0.79071,0.62943,0.68985,0.48786,0.80371,0.46665,0.82052,0.000388019,0.000388019,0.000388019
385,2440.84,0.77838,0.46973,0.82572,0.8162,0.61902,0.68548,0.48786,0.8104,0.47005,0.82149,0.0003874,0.0003874,0.0003874
386,2447.09,0.78232,0.46867,0.82511,0.84874,0.58096,0.66816,0.47688,0.82473,0.47607,0.8237,0.000386781,0.000386781,0.000386781
387,2453.31,0.79997,0.47941,0.82516,0.79327,0.6034,0.66665,0.47027,0.82857,0.47815,0.8242,0.000386162,0.000386162,0.000386162
388,2459.64,0.77925,0.47125,0.82653,0.78524,0.60557,0.68427,0.48601,0.81381,0.46919,0.82164,0.000385544,0.000385544,0.000385544
389,2465.89,0.77986,0.46848,0.82461,0.7852,0.61489,0.67885,0.48545,0.79868,0.46119,0.82009,0.000384925,0.000384925,0.000384925
390,2472.4,0.77006,0.46806,0.82292,0.84885,0.60277,0.67764,0.47436,0.80274,0.46551,0.81885,0.000384306,0.000384306,0.000384306
391,2478.63,0.78396,0.47078,0.82595,0.7769,0.62016,0.67653,0.47447,0.8135,0.47427,0.82075,0.000383688,0.000383688,0.000383688
392,2484.93,0.78695,0.47311,0.82529,0.8196,0.60397,0.67478,0.4801,0.80675,0.47149,0.8198,0.000383069,0.000383069,0.000383069
393,2491.31,0.78161,0.46904,0.82513,0.78854,0.6062,0.67258,0.49541,0.7997,0.4689,0.8187,0.00038245,0.00038245,0.00038245
394,2497.59,0.79445,0.47527,0.83046,0.80856,0.59563,0.67839,0.48921,0.80309,0.46833,0.81941,0.000381831,0.000381831,0.000381831
395,2504.16,0.79129,0.47395,0.82763,0.88435,0.56866,0.67862,0.48101,0.81156,0.46912,0.82089,0.000381213,0.000381213,0.000381213
396,2510.36,0.78606,0.46947,0.82358,0.78756,0.60561,0.67531,0.47635,0.80309,0.46548,0.81879,0.000380594,0.000380594,0.000380594
397,2516.56,0.78813,0.47369,0.82529,0.79474,0.59336,0.67076,0.4803,0.80305,0.47244,0.81889,0.000379975,0.000379975,0.000379975
398,2522.89,0.76793,0.46474,0.82297,0.79694,0.59842,0.67107,0.48112,0.7964,0.46907,0.81775,0.000379356,0.000379356,0.000379356
399,2529.28,0.77196,0.46651,0.82442,0.73568,0.60389,0.66932,0.47279,0.80338,0.46953,0.8191,0.000378737,0.000378737,0.000378737
400,2535.6,0.79144,0.47189,0.82671,0.84194,0.57911,0.66879,0.47456,0.80468,0.4705,0.81905,0.000378119,0.000378119,0.000378119
401,2541.79,0.773,0.4685,0.82588,0.85432,0.58086,0.66609,0.48255,0.79698,0.46912,0.81954,0.0003775,0.0003775,0.0003775
402,2548.03,0.79121,0.47537,0.83027,0.80548,0.57691,0.65974,0.47586,0.81115,0.46961,0.82213,0.000376881,0.000376881,0.000376881
403,2554.27,0.77938,0.46952,0.82543,0.84997,0.56552,0.65952,0.47909,0.80004,0.465,0.81982,0.000376262,0.000376262,0.000376262
404,2560.65,0.78417,0.47094,0.82537,0.83233,0.59149,0.66728,0.48441,0.79888,0.46642,0.81898,0.000375644,0.000375644,0.000375644
405,2566.94,0.79219,0.47518,0.82769,0.81745,0.60175,0.67392,0.48749,0.80153,0.47094,0.81997,0.000375025,0.000375025,0.000375025
406,2573.31,0.78972,0.47261,0.82412,0.80242,0.6133,0.67806,0.48214,0.81123,0.47172,0.82051,0.000374406,0.000374406,0.000374406
407,2579.43,0.78246,0.47422,0.82871,0.76952,0.61758,0.67376,0.47816,0.81729,0.47371,0.82107,0.000373787,0.000373787,0.000373787
408,2585.57,0.79726,0.47424,0.82728,0.79592,0.60929,0.68128,0.47764,0.80872,0.47061,0.81863,0.000373169,0.000373169,0.000373169
409,2591.94,0.78648,0.46629,0.82273,0.83644,0.6149,0.68768,0.48867,0.79863,0.46775,0.81721,0.00037255,0.00037255,0.00037255
410,2598.3,0.793,0.46785,0.82286,0.8542,0.59371,0.68514,0.48355,0.79387,0.46821,0.8166,0.000371931,0.000371931,0.000371931
411,2604.52,0.77233,0.46409,0.82365,0.81917,0.61287,0.69116,0.49126,0.78668,0.46055,0.81592,0.000371313,0.000371313,0.000371313
412,2610.77,0.7895,0.47181,0.82443,0.79809,0.62206,0.68422,0.48868,0.79548,0.46492,0.81651,0.000370694,0.000370694,0.000370694
413,2617.12,0.79166,0.46401,0.82314,0.8316,0.62139,0.6924,0.49203,0.79311,0.46365,0.81777,0.000370075,0.000370075,0.000370075
414,2623.41,0.77365,0.46421,0.82452,0.80594,0.63589,0.68681,0.49409,0.79197,0.46143,0.8165,0.000369456,0.000369456,0.000369456
415,2629.8,0.78487,0.4673,0.82371,0.81756,0.61445,0.68418,0.49581,0.79236,0.46231,0.81688,0.000368838,0.000368838,0.000368838
416,2636.1,0.76482,0.45739,0.82313,0.79,0.60102,0.67843,0.49275,0.79247,0.46156,0.81735,0.000368219,0.000368219,0.000368219
417,2642.37,0.78019,0.46111,0.82467,0.76085,0.62034,0.68087,0.49377,0.79587,0.4634,0.81714,0.0003676,0.0003676,0.0003676
418,2648.67,0.75964,0.45785,0.82142,0.80612,0.60858,0.68056,0.49199,0.79078,0.4614,0.81567,0.000366981,0.000366981,0.000366981
419,2654.99,0.76772,0.46131,0.82179,0.78717,0.62685,0.68591,0.48998,0.78899,0.46099,0.81534,0.000366363,0.000366363,0.000366363
420,2661.28,0.76855,0.4595,0.82486,0.78873,0.62575,0.68588,0.48777,0.79013,0.46008,0.81647,0.000365744,0.000365744,0.000365744
421,2667.6,0.76655,0.46255,0.82215,0.82882,0.60797,0.68464,0.4922,0.78717,0.45703,0.81724,0.000365125,0.000365125,0.000365125
422,2673.82,0.77598,0.46051,0.827,0.81458,0.60969,0.68812,0.49533,0.78387,0.45857,0.81603,0.000364506,0.000364506,0.000364506
423,2680.04,0.76099,0.46159,0.82123,0.81675,0.60449,0.68696,0.49719,0.78093,0.45383,0.81753,0.000363888,0.000363888,0.000363888
424,2686.28,0.78158,0.46739,0.82308,0.80457,0.60945,0.68714,0.49423,0.79013,0.46023,0.81856,0.000363269,0.000363269,0.000363269
425,2692.51,0.77542,0.46377,0.82324,0.77866,0.6249,0.68309,0.4879,0.79579,0.46295,0.81813,0.00036265,0.00036265,0.00036265
426,2698.85,0.78334,0.46985,0.82641,0.78466,0.60605,0.67203,0.48221,0.78677,0.46034,0.817,0.000362031,0.000362031,0.000362031
427,2705.08,0.77423,0.46519,0.82159,0.76349,0.61073,0.66581,0.47345,0.79868,0.46409,0.81909,0.000361413,0.000361413,0.000361413
428,2711.33,0.76758,0.46336,0.82171,0.77137,0.61281,0.67024,0.46893,0.81558,0.46999,0.82102,0.000360794,0.000360794,0.000360794
429,2717.5,0.77234,0.46825,0.82439,0.84891,0.58163,0.67852,0.47928,0.80254,0.4659,0.81937,0.000360175,0.000360175,0.000360175
430,2723.93,0.77249,0.46628,0.82376,0.81046,0.6258,0.6875,0.48681,0.80408,0.46295,0.81943,0.000359556,0.000359556,0.000359556
431,2730.34,0.77794,0.46599,0.82313,0.79796,0.61208,0.68049,0.48842,0.79896,0.46641,0.81941,0.000358938,0.000358938,0.000358938
432,2736.77,0.77562,0.46284,0.82485,0.84076,0.6065,0.68302,0.48933,0.79578,0.46719,0.81892,0.000358319,0.000358319,0.000358319
433,2743.07,0.76542,0.45968,0.82265,0.82789,0.60675,0.68661,0.49506,0.7852,0.45706,0.81744,0.0003577,0.0003577,0.0003577
434,2749.35,0.77347,0.46186,0.82124,0.83353,0.6096,0.68401,0.49535,0.79226,0.45544,0.81719,0.000357081,0.000357081,0.000357081
435,2755.58,0.78703,0.46579,0.82693,0.83418,0.60909,0.68549,0.48933,0.7941,0.45983,0.81619,0.000356463,0.000356463,0.000356463
436,2761.8,0.80205,0.47218,0.82679,0.84484,0.60102,0.68506,0.48705,0.79735,0.46508,0.81616,0.000355844,0.000355844,0.000355844
437,2768.01,0.77634,0.46352,0.82323,0.80995,0.5947,0.67373,0.49236,0.79081,0.46474,0.81575,0.000355225,0.000355225,0.000355225
438,2774.3,0.78533,0.46575,0.8243,0.80227,0.61078,0.6811,0.49499,0.78955,0.46518,0.81628,0.000354606,0.000354606,0.000354606
439,2780.59,0.76074,0.45707,0.8243,0.8179,0.60569,0.68775,0.49873,0.78354,0.45703,0.81612,0.000353988,0.000353988,0.000353988
440,2786.95,0.78062,0.46461,0.82019,0.90542,0.56173,0.68483,0.49211,0.78626,0.45789,0.81673,0.000353369,0.000353369,0.000353369
441,2793.16,0.78362,0.46556,0.82374,0.81057,0.6195,0.6861,0.4946,0.78918,0.45787,0.81709,0.00035275,0.00035275,0.00035275
442,2799.43,0.75871,0.45483,0.82338,0.82668,0.62014,0.68888,0.49568,0.79074,0.45652,0.81811,0.000352131,0.000352131,0.000352131
443,2805.81,0.75305,0.4534,0.82102,0.8305,0.62636,0.69172,0.50406,0.78385,0.45349,0.81711,0.000351513,0.000351513,0.000351513
444,2812.06,0.76414,0.45734,0.82314,0.7982,0.62883,0.68696,0.49545,0.7966,0.45818,0.8193,0.000350894,0.000350894,0.000350894
445,2818.27,0.76509,0.45832,0.82276,0.81062,0.61636,0.68241,0.49132,0.80754,0.45851,0.82084,0.000350275,0.000350275,0.000350275
446,2824.58,0.76788,0.46191,0.82384,0.80045,0.61014,0.67761,0.48631,0.80456,0.46201,0.81916,0.000349656,0.000349656,0.000349656
447,2830.92,0.77173,0.45786,0.82157,0.90114,0.57367,0.68675,0.49194,0.7979,0.45977,0.81777,0.000349038,0.000349038,0.000349038
448,2837.21,0.76421,0.45803,0.82318,0.8743,0.59197,0.69123,0.50234,0.7834,0.45184,0.81522,0.000348419,0.000348419,0.000348419
449,2843.62,0.7713,0.4633,0.82409,0.82683,0.61217,0.68687,0.5003,0.78107,0.4544,0.81572,0.0003478,0.0003478,0.0003478
450,2849.83,0.77978,0.46264,0.82284,0.80667,0.61236,0.68085,0.49129,0.78655,0.4605,0.81742,0.000347181,0.000347181,0.000347181
451,2856.31,0.78486,0.46228,0.824,0.75773,0.64117,0.68062,0.49448,0.78998,0.46044,0.8173,0.000346563,0.000346563,0.000346563
452,2862.69,0.76164,0.46081,0.8247,0.75816,0.62784,0.68212,0.49462,0.79227,0.45887,0.81759,0.000345944,0.000345944,0.000345944
453,2868.98,0.75509,0.45404,0.82142,0.80292,0.60303,0.68097,0.49528,0.79218,0.45936,0.81618,0.000345325,0.000345325,0.000345325
454,2875.21,0.7686,0.45718,0.82068,0.75727,0.62824,0.68129,0.48933,0.80404,0.46588,0.81762,0.000344706,0.000344706,0.000344706
455,2881.43,0.75752,0.4557,0.82076,0.74098,0.63711,0.68075,0.49386,0.79821,0.46494,0.81774,0.000344088,0.000344088,0.000344088
456,2887.73,0.76207,0.4549,0.82183,0.81695,0.631,0.68724,0.50116,0.78259,0.45314,0.81655,0.000343469,0.000343469,0.000343469
457,2893.96,0.7731,0.46102,0.82177,0.82593,0.59413,0.68718,0.49692,0.78069,0.45287,0.81611,0.00034285,0.00034285,0.00034285
458,2900.19,0.75646,0.45573,0.82255,0.82483,0.61686,0.69301,0.50076,0.78417,0.45257,0.81719,0.000342231,0.000342231,0.000342231
459,2906.53,0.75118,0.45339,0.82046,0.79426,0.62574,0.69555,0.50076,0.79133,0.45481,0.81786,0.000341613,0.000341613,0.000341613
460,2912.79,0.77796,0.46483,0.82418,0.86703,0.58981,0.69009,0.50072,0.79253,0.45664,0.81797,0.000340994,0.000340994,0.000340994
461,2919,0.76932,0.46178,0.8228,0.85803,0.58918,0.68501,0.49516,0.79182,0.45487,0.818,0.000340375,0.000340375,0.000340375
462,2925.39,0.75611,0.45496,0.82039,0.80976,0.62496,0.69039,0.49648,0.78887,0.45613,0.81732,0.000339756,0.000339756,0.000339756
463,2931.72,0.75631,0.45074,0.82111,0.82289,0.6305,0.69259,0.49818,0.78524,0.45393,0.81768,0.000339137,0.000339137,0.000339137
464,2938.02,0.74967,0.44994,0.82121,0.77884,0.63829,0.68622,0.49469,0.78606,0.45492,0.81744,0.000338519,0.000338519,0.000338519
465,2944.21,0.76623,0.45973,0.82374,0.80457,0.62577,0.68993,0.49918,0.79003,0.45828,0.81846,0.0003379,0.0003379,0.0003379
466,2950.55,0.77736,0.46551,0.82512,0.81663,0.61744,0.68505,0.4956,0.79231,0.46158,0.81913,0.000337281,0.000337281,0.000337281
467,2956.8,0.7689,0.45822,0.8267,0.87512,0.59643,0.69075,0.49601,0.79473,0.45779,0.81892,0.000336663,0.000336663,0.000336663
468,2963.15,0.7583,0.45462,0.82379,0.79874,0.6303,0.69447,0.49843,0.78707,0.4547,0.81902,0.000336044,0.000336044,0.000336044
469,2969.36,0.75709,0.45374,0.824,0.80913,0.61651,0.69211,0.50015,0.78731,0.45284,0.81781,0.000335425,0.000335425,0.000335425
470,2975.58,0.77356,0.46029,0.82241,0.79454,0.63777,0.6938,0.50047,0.80274,0.45715,0.81899,0.000334806,0.000334806,0.000334806
471,2981.98,0.76279,0.45844,0.82224,0.78982,0.63426,0.69199,0.50458,0.78588,0.45326,0.81759,0.000334188,0.000334188,0.000334188
472,2988.29,0.75538,0.45088,0.81929,0.82012,0.62002,0.69222,0.50555,0.78497,0.45281,0.81723,0.000333569,0.000333569,0.000333569
473,2994.55,0.7725,0.45718,0.82188,0.79989,0.63437,0.69653,0.50844,0.78446,0.45417,0.81587,0.00033295,0.00033295,0.00033295
474,3000.93,0.75326,0.45075,0.82291,0.84875,0.61352,0.70025,0.50818,0.78107,0.45021,0.81572,0.000332331,0.000332331,0.000332331
475,3007.24,0.76646,0.4531,0.82093,0.82849,0.62466,0.69809,0.50969,0.77926,0.45059,0.81644,0.000331713,0.000331713,0.000331713
476,3013.55,0.76642,0.45438,0.82458,0.79586,0.6415,0.69458,0.50256,0.78423,0.45118,0.81676,0.000331094,0.000331094,0.000331094
477,3019.8,0.75081,0.4502,0.82028,0.80904,0.60826,0.6875,0.49939,0.77877,0.45099,0.81661,0.000330475,0.000330475,0.000330475
478,3026.1,0.76197,0.4536,0.8209,0.77895,0.61497,0.68922,0.49669,0.78845,0.45231,0.81728,0.000329856,0.000329856,0.000329856
479,3032.41,0.77105,0.46015,0.82272,0.81308,0.61047,0.68441,0.49469,0.78953,0.45644,0.81724,0.000329238,0.000329238,0.000329238
480,3038.55,0.75271,0.4538,0.82196,0.85097,0.59545,0.68564,0.49369,0.78946,0.45649,0.81686,0.000328619,0.000328619,0.000328619
481,3044.82,0.74616,0.44555,0.82209,0.8344,0.60887,0.68696,0.49034,0.78827,0.45355,0.81658,0.000328,0.000328,0.000328
482,3051.4,0.76076,0.45609,0.81902,0.80567,0.62336,0.68776,0.49509,0.78742,0.45194,0.81683,0.000327381,0.000327381,0.000327381
483,3057.64,0.75351,0.45138,0.81983,0.80657,0.63557,0.69346,0.49713,0.78756,0.45286,0.81757,0.000326763,0.000326763,0.000326763
484,3063.92,0.74708,0.44609,0.82082,0.80297,0.61071,0.69086,0.4967,0.78361,0.454,0.81549,0.000326144,0.000326144,0.000326144
485,3070.31,0.7457,0.44583,0.82357,0.76386,0.62768,0.68856,0.49445,0.77689,0.45016,0.81548,0.000325525,0.000325525,0.000325525
486,3076.71,0.76424,0.45174,0.8242,0.82748,0.60972,0.6941,0.49793,0.78019,0.44735,0.81577,0.000324906,0.000324906,0.000324906
487,3083.08,0.76923,0.46046,0.82375,0.82382,0.60502,0.68745,0.49113,0.77957,0.44974,0.81673,0.000324287,0.000324287,0.000324287
488,3089.34,0.75226,0.44722,0.82171,0.83362,0.59893,0.69071,0.49638,0.7779,0.45001,0.81664,0.000323669,0.000323669,0.000323669
489,3095.72,0.75863,0.45014,0.82045,0.83925,0.59307,0.68983,0.49794,0.77833,0.44654,0.81535,0.00032305,0.00032305,0.00032305
490,3102.06,0.75841,0.45591,0.82284,0.83225,0.6035,0.6886,0.49783,0.77783,0.44828,0.81531,0.000322431,0.000322431,0.000322431
491,3108.42,0.75734,0.45473,0.82266,0.79397,0.62797,0.68792,0.49238,0.78704,0.45585,0.81706,0.000321812,0.000321812,0.000321812
492,3114.7,0.75237,0.44888,0.82173,0.78561,0.6442,0.69801,0.49436,0.79672,0.45786,0.81889,0.000321194,0.000321194,0.000321194
493,3121,0.75253,0.45195,0.81903,0.82115,0.6353,0.69921,0.49615,0.79015,0.45594,0.81731,0.000320575,0.000320575,0.000320575
494,3127.32,0.75819,0.45233,0.82238,0.80065,0.64287,0.69988,0.49644,0.78922,0.45382,0.81647,0.000319956,0.000319956,0.000319956
495,3133.63,0.75641,0.44999,0.82069,0.81086,0.62354,0.69763,0.49389,0.78847,0.4539,0.81652,0.000319338,0.000319338,0.000319338
496,3140.04,0.7695,0.45769,0.82172,0.83188,0.62756,0.69881,0.49626,0.78824,0.45222,0.81623,0.000318719,0.000318719,0.000318719
497,3146.33,0.76175,0.45306,0.82044,0.79633,0.64135,0.69742,0.50112,0.78321,0.44849,0.81588,0.0003181,0.0003181,0.0003181
498,3152.66,0.75728,0.44991,0.82033,0.84058,0.63131,0.69414,0.49916,0.78022,0.44795,0.81613,0.000317481,0.000317481,0.000317481
499,3158.95,0.74846,0.44242,0.82106,0.82078,0.6309,0.69838,0.5067,0.77194,0.44429,0.81441,0.000316863,0.000316863,0.000316863
500,3165.24,0.7482,0.44669,0.82004,0.79438,0.64378,0.69329,0.50267,0.77226,0.44553,0.81404,0.000316244,0.000316244,0.000316244
501,3171.5,0.74677,0.44564,0.81998,0.8587,0.61554,0.69969,0.5043,0.77212,0.44412,0.81442,0.000315625,0.000315625,0.000315625
502,3177.78,0.75374,0.44726,0.81956,0.82887,0.61841,0.69619,0.50459,0.77473,0.44715,0.81456,0.000315006,0.000315006,0.000315006
503,3184.03,0.76898,0.4547,0.82147,0.81724,0.62615,0.69195,0.50184,0.77029,0.44496,0.81492,0.000314388,0.000314388,0.000314388
504,3190.39,0.73951,0.44294,0.81991,0.80891,0.63362,0.69214,0.50112,0.77324,0.44507,0.81576,0.000313769,0.000313769,0.000313769
505,3196.87,0.75576,0.44966,0.82058,0.81046,0.63714,0.69433,0.50101,0.77624,0.44953,0.8159,0.00031315,0.00031315,0.00031315
506,3203.15,0.75115,0.44947,0.81958,0.83481,0.63884,0.6998,0.49758,0.78238,0.44742,0.8172,0.000312531,0.000312531,0.000312531
507,3209.41,0.77673,0.46065,0.82161,0.80566,0.62357,0.69551,0.49868,0.77693,0.44632,0.81653,0.000311913,0.000311913,0.000311913
508,3215.81,0.76267,0.45255,0.82233,0.79826,0.62532,0.6938,0.50207,0.77389,0.44301,0.81546,0.000311294,0.000311294,0.000311294
509,3222.1,0.75885,0.4517,0.82191,0.80681,0.64698,0.69291,0.50127,0.77235,0.44206,0.81436,0.000310675,0.000310675,0.000310675
510,3228.41,0.75198,0.44879,0.81811,0.79623,0.64628,0.70348,0.50347,0.77521,0.44219,0.81474,0.000310056,0.000310056,0.000310056
511,3234.66,0.74232,0.44408,0.82022,0.85074,0.61908,0.7033,0.50414,0.77259,0.44021,0.81557,0.000309437,0.000309437,0.000309437
512,3241.01,0.7606,0.45318,0.82301,0.7909,0.63824,0.70034,0.50566,0.77349,0.44552,0.81521,0.000308819,0.000308819,0.000308819
513,3247.45,0.76342,0.45191,0.82159,0.79797,0.63972,0.70052,0.50581,0.78414,0.44733,0.81642,0.0003082,0.0003082,0.0003082
514,3253.77,0.75572,0.4518,0.82138,0.81553,0.63024,0.70199,0.50635,0.78101,0.44839,0.81582,0.000307581,0.000307581,0.000307581
515,3260.07,0.7541,0.44775,0.82022,0.74865,0.65501,0.69489,0.50769,0.77853,0.44572,0.81624,0.000306962,0.000306962,0.000306962
516,3266.53,0.74548,0.44594,0.82141,0.79467,0.6305,0.6963,0.50547,0.77542,0.44412,0.815,0.000306344,0.000306344,0.000306344
517,3272.78,0.74762,0.44479,0.82235,0.7915,0.61182,0.69341,0.50526,0.76934,0.44006,0.81466,0.000305725,0.000305725,0.000305725
518,3279.12,0.76033,0.45023,0.82052,0.80274,0.62122,0.69302,0.50935,0.76773,0.4391,0.81481,0.000305106,0.000305106,0.000305106
519,3285.49,0.74739,0.44693,0.82021,0.78821,0.62784,0.69216,0.51071,0.76511,0.43958,0.81407,0.000304487,0.000304487,0.000304487
520,3291.88,0.74082,0.4415,0.81963,0.82518,0.61182,0.69523,0.50811,0.76094,0.44028,0.81349,0.000303869,0.000303869,0.000303869
521,3298.08,0.73984,0.44428,0.82007,0.81523,0.62206,0.69734,0.50729,0.76562,0.44061,0.81371,0.00030325,0.00030325,0.00030325
522,3304.5,0.74014,0.4422,0.81638,0.79262,0.63861,0.69558,0.50438,0.7661,0.44365,0.81372,0.000302631,0.000302631,0.000302631
523,3310.73,0.749,0.4467,0.81848,0.80892,0.6374,0.69545,0.50401,0.76946,0.4428,0.8148,0.000302013,0.000302013,0.000302013
524,3317.07,0.76161,0.44893,0.8192,0.78007,0.63555,0.68491,0.49525,0.78414,0.44468,0.81625,0.000301394,0.000301394,0.000301394
525,3323.33,0.78822,0.45552,0.82297,0.77831,0.61069,0.68121,0.50223,0.77253,0.44395,0.81456,0.000300775,0.000300775,0.000300775
526,3329.58,0.73803,0.44012,0.81939,0.79395,0.6293,0.6864,0.50545,0.76902,0.44279,0.81468,0.000300156,0.000300156,0.000300156
527,3335.93,0.7438,0.44391,0.8192,0.77947,0.63915,0.69162,0.50565,0.76752,0.44141,0.81489,0.000299538,0.000299538,0.000299538
528,3342.19,0.75407,0.44662,0.82016,0.78452,0.64788,0.69155,0.50685,0.77105,0.443,0.81517,0.000298919,0.000298919,0.000298919
529,3348.34,0.72953,0.43683,0.82027,0.79359,0.64255,0.69073,0.50416,0.77465,0.4447,0.81605,0.0002983,0.0002983,0.0002983
530,3354.58,0.74273,0.44188,0.81771,0.8008,0.61188,0.68742,0.50323,0.77734,0.44471,0.81659,0.000297681,0.000297681,0.000297681
531,3360.97,0.74067,0.44122,0.81993,0.80375,0.62609,0.68877,0.49946,0.78321,0.44538,0.81738,0.000297063,0.000297063,0.000297063
532,3367.11,0.74962,0.44414,0.81905,0.83609,0.61948,0.69461,0.50282,0.77289,0.44622,0.8171,0.000296444,0.000296444,0.000296444
533,3373.47,0.74104,0.44089,0.82017,0.83709,0.63162,0.6945,0.50166,0.77038,0.44516,0.81637,0.000295825,0.000295825,0.000295825
534,3379.77,0.73268,0.44001,0.81759,0.79752,0.64707,0.69536,0.50534,0.76597,0.44028,0.8156,0.000295206,0.000295206,0.000295206
535,3386.11,0.77178,0.45657,0.82088,0.80292,0.63562,0.68488,0.49504,0.7739,0.448,0.81572,0.000294587,0.000294587,0.000294587
536,3392.42,0.74237,0.44286,0.81949,0.81055,0.64318,0.68655,0.49413,0.77833,0.44674,0.81626,0.000293969,0.000293969,0.000293969
537,3398.68,0.76006,0.4484,0.82308,0.81449,0.63923,0.69424,0.50581,0.77642,0.44482,0.81686,0.00029335,0.00029335,0.00029335
538,3404.93,0.75427,0.44697,0.82211,0.81676,0.63258,0.69938,0.50819,0.771,0.4426,0.81549,0.000292731,0.000292731,0.000292731
539,3411.12,0.75948,0.44834,0.8212,0.83541,0.62585,0.69728,0.50541,0.76959,0.44387,0.81488,0.000292112,0.000292112,0.000292112
540,3417.44,0.7416,0.44346,0.81915,0.80567,0.64511,0.69446,0.50525,0.77517,0.43978,0.81567,0.000291494,0.000291494,0.000291494
541,3423.75,0.73188,0.43946,0.81924,0.82013,0.63899,0.70153,0.50426,0.78344,0.44388,0.81656,0.000290875,0.000290875,0.000290875
542,3430.08,0.73935,0.43846,0.81943,0.84657,0.62858,0.7014,0.50613,0.78046,0.44409,0.81691,0.000290256,0.000290256,0.000290256
543,3436.56,0.73607,0.44036,0.81709,0.82834,0.6257,0.69845,0.50941,0.76937,0.44234,0.81509,0.000289637,0.000289637,0.000289637
544,3442.92,0.74931,0.44449,0.81804,0.79397,0.64158,0.69306,0.50509,0.76858,0.44357,0.8143,0.000289019,0.000289019,0.000289019
545,3449.08,0.73593,0.43911,0.81783,0.80952,0.63121,0.69842,0.50587,0.76438,0.44195,0.81355,0.0002884,0.0002884,0.0002884
546,3455.51,0.73822,0.43856,0.81665,0.80774,0.6387,0.69373,0.50753,0.76426,0.4435,0.8138,0.000287781,0.000287781,0.000287781
547,3461.72,0.73305,0.43918,0.8189,0.81364,0.63265,0.69101,0.50714,0.76312,0.44636,0.81405,0.000287162,0.000287162,0.000287162
548,3467.91,0.74056,0.44497,0.8201,0.82277,0.62847,0.69792,0.50963,0.76387,0.44505,0.8145,0.000286544,0.000286544,0.000286544
549,3474.13,0.72227,0.43445,0.81843,0.82083,0.62908,0.69636,0.50387,0.76513,0.44345,0.81443,0.000285925,0.000285925,0.000285925
550,3480.42,0.74973,0.44516,0.8195,0.7876,0.64052,0.6925,0.49932,0.7691,0.4439,0.81394,0.000285306,0.000285306,0.000285306
551,3486.73,0.76749,0.45012,0.81881,0.80421,0.64285,0.69535,0.49652,0.78443,0.44779,0.81551,0.000284688,0.000284688,0.000284688
552,3493.12,0.73881,0.44063,0.81677,0.83657,0.62597,0.69795,0.50422,0.77696,0.44372,0.81536,0.000284069,0.000284069,0.000284069
