epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1165.41,0.87964,0.55552,0.84192,0.7508,0.52832,0.60041,0.41902,0.88889,0.56369,0.83272,0.000512388,0.000512388,0.000512388
184,1171.72,0.89442,0.56153,0.83857,0.73045,0.55941,0.60406,0.42199,0.9081,0.56995,0.83509,0.000511769,0.000511769,0.000511769
185,1177.9,0.89057,0.55667,0.84314,0.73071,0.56146,0.60351,0.42026,0.90819,0.57064,0.83605,0.00051115,0.00051115,0.00051115
186,1184.11,0.89058,0.56241,0.84375,0.74021,0.5495,0.59517,0.42154,0.89845,0.56265,0.83533,0.000510531,0.000510531,0.000510531
187,1190.58,0.89773,0.56342,0.84434,0.80629,0.52578,0.60616,0.42916,0.904,0.55502,0.83622,0.000509913,0.000509913,0.000509913
188,1196.96,0.91479,0.56735,0.84781,0.7151,0.54805,0.59653,0.41159,0.91201,0.56576,0.83596,0.000509294,0.000509294,0.000509294
189,1203.3,0.89997,0.56519,0.84412,0.82713,0.54324,0.61314,0.42478,0.89915,0.55307,0.83602,0.000508675,0.000508675,0.000508675
190,1209.58,0.89586,0.55937,0.84263,0.70394,0.56112,0.5991,0.41542,0.91523,0.55784,0.83861,0.000508056,0.000508056,0.000508056
191,1215.94,0.88446,0.55344,0.83885,0.76719,0.55358,0.61556,0.43124,0.88771,0.54354,0.83368,0.000507438,0.000507438,0.000507438
192,1222.26,0.87718,0.55202,0.84333,0.77904,0.56851,0.6183,0.4312,0.89692,0.55117,0.83524,0.000506819,0.000506819,0.000506819
193,1228.54,0.95298,0.57556,0.84771,0.80209,0.55205,0.6327,0.43126,0.9202,0.55574,0.84043,0.0005062,0.0005062,0.0005062
194,1234.81,0.91624,0.56228,0.84664,0.7897,0.56782,0.62502,0.43387,0.90312,0.55303,0.83679,0.000505581,0.000505581,0.000505581
195,1241.1,0.88693,0.55092,0.84357,0.80285,0.54992,0.62744,0.44228,0.88525,0.54258,0.83316,0.000504963,0.000504963,0.000504963
196,1247.5,0.8568,0.53443,0.83687,0.79505,0.54369,0.62876,0.43541,0.86697,0.53509,0.82953,0.000504344,0.000504344,0.000504344
197,1253.76,0.8989,0.55755,0.84111,0.8346,0.51761,0.61283,0.42895,0.8699,0.54494,0.82918,0.000503725,0.000503725,0.000503725
198,1260.21,0.87617,0.5458,0.84249,0.72513,0.5372,0.59517,0.42306,0.87372,0.54705,0.82794,0.000503106,0.000503106,0.000503106
199,1266.48,0.891,0.55425,0.8414,0.7384,0.54058,0.60768,0.42301,0.88513,0.54988,0.83117,0.000502487,0.000502487,0.000502487
200,1272.85,0.89705,0.5526,0.84273,0.6875,0.53641,0.58827,0.4092,0.91726,0.57095,0.83891,0.000501869,0.000501869,0.000501869
201,1279.09,0.88369,0.55147,0.84192,0.75129,0.51,0.58754,0.41353,0.90286,0.56465,0.83552,0.00050125,0.00050125,0.00050125
202,1285.39,0.88662,0.55023,0.84231,0.79312,0.5256,0.61595,0.43427,0.8744,0.54009,0.83086,0.000500631,0.000500631,0.000500631
203,1291.85,0.89186,0.5504,0.84163,0.82926,0.53328,0.6238,0.43639,0.86799,0.53134,0.82943,0.000500013,0.000500013,0.000500013
204,1298.07,0.87661,0.54432,0.84104,0.7731,0.55663,0.62869,0.43536,0.88487,0.53833,0.83053,0.000499394,0.000499394,0.000499394
205,1304.46,0.89526,0.55241,0.84451,0.76688,0.57387,0.62812,0.43064,0.88505,0.54845,0.8292,0.000498775,0.000498775,0.000498775
206,1310.63,0.87997,0.54303,0.84256,0.82208,0.56347,0.64363,0.43972,0.85875,0.54665,0.82739,0.000498156,0.000498156,0.000498156
207,1317.02,0.86688,0.5424,0.84274,0.7694,0.58052,0.64578,0.44254,0.85992,0.52657,0.82708,0.000497537,0.000497537,0.000497537
208,1323.22,0.87787,0.54041,0.83924,0.82303,0.54799,0.6361,0.44216,0.84755,0.52442,0.82633,0.000496919,0.000496919,0.000496919
209,1329.46,0.86511,0.53476,0.8393,0.74312,0.59315,0.64248,0.44888,0.85846,0.52108,0.8307,0.0004963,0.0004963,0.0004963
210,1335.66,0.85634,0.53425,0.83891,0.77041,0.5865,0.64058,0.43958,0.87057,0.53283,0.82993,0.000495681,0.000495681,0.000495681
211,1341.96,0.87542,0.53808,0.83942,0.84346,0.54879,0.63393,0.43686,0.88311,0.53833,0.83187,0.000495063,0.000495063,0.000495063
212,1348.2,0.87359,0.53838,0.83698,0.78985,0.53796,0.62326,0.43445,0.87449,0.53638,0.82959,0.000494444,0.000494444,0.000494444
213,1354.53,0.87801,0.54434,0.84096,0.7795,0.55342,0.63652,0.44381,0.86994,0.52988,0.83028,0.000493825,0.000493825,0.000493825
214,1360.81,0.86288,0.53627,0.83636,0.84568,0.54949,0.63971,0.44493,0.86211,0.53181,0.82913,0.000493206,0.000493206,0.000493206
215,1367.12,0.85826,0.52713,0.83608,0.72746,0.57936,0.6315,0.44416,0.86423,0.53691,0.82978,0.000492588,0.000492588,0.000492588
216,1373.5,0.86914,0.53932,0.8379,0.78697,0.5602,0.64269,0.44305,0.86095,0.5316,0.82914,0.000491969,0.000491969,0.000491969
217,1379.87,0.87407,0.53955,0.84073,0.77848,0.58141,0.64391,0.44362,0.85852,0.52918,0.83048,0.00049135,0.00049135,0.00049135
218,1386.16,0.86898,0.53499,0.84277,0.79601,0.54857,0.63372,0.44243,0.87419,0.5362,0.83143,0.000490731,0.000490731,0.000490731
219,1392.72,0.88324,0.55003,0.84092,0.83726,0.54221,0.63649,0.44401,0.88171,0.53397,0.83257,0.000490112,0.000490112,0.000490112
220,1398.94,0.87424,0.54633,0.84224,0.8514,0.52188,0.62672,0.44124,0.86726,0.5343,0.82869,0.000489494,0.000489494,0.000489494
221,1405.27,0.87184,0.54035,0.83998,0.79791,0.55516,0.62307,0.44116,0.89119,0.53345,0.83185,0.000488875,0.000488875,0.000488875
222,1411.48,0.88492,0.54395,0.83882,0.84301,0.55296,0.6292,0.43617,0.89898,0.54055,0.83438,0.000488256,0.000488256,0.000488256
223,1417.81,0.88643,0.53797,0.83968,0.80035,0.5658,0.64279,0.43878,0.89533,0.53537,0.83547,0.000487638,0.000487638,0.000487638
224,1424.3,0.86647,0.53558,0.83792,0.76442,0.59941,0.64722,0.43884,0.88064,0.52451,0.83232,0.000487019,0.000487019,0.000487019
225,1430.63,0.85919,0.52689,0.83278,0.83412,0.56504,0.65007,0.44421,0.8553,0.51206,0.82752,0.0004864,0.0004864,0.0004864
226,1437.08,0.84798,0.52199,0.83797,0.84993,0.5643,0.65622,0.45246,0.84298,0.51055,0.82538,0.000485781,0.000485781,0.000485781
227,1443.51,0.84923,0.52398,0.83479,0.7964,0.57902,0.65045,0.44718,0.85338,0.51337,0.82719,0.000485163,0.000485163,0.000485163
228,1449.76,0.85928,0.52601,0.83767,0.7603,0.60123,0.65653,0.45214,0.85474,0.5167,0.82742,0.000484544,0.000484544,0.000484544
229,1456.05,0.8492,0.52054,0.83623,0.83236,0.57895,0.6658,0.44652,0.8395,0.51386,0.82577,0.000483925,0.000483925,0.000483925
230,1462.36,0.83995,0.51772,0.83503,0.84289,0.57896,0.6592,0.44846,0.8543,0.512,0.82833,0.000483306,0.000483306,0.000483306
231,1468.63,0.85736,0.52451,0.83588,0.80432,0.58791,0.65615,0.45206,0.84908,0.51509,0.82669,0.000482687,0.000482687,0.000482687
232,1475,0.87215,0.53604,0.83789,0.79275,0.58599,0.64949,0.44522,0.86187,0.52592,0.82853,0.000482069,0.000482069,0.000482069
233,1481.38,0.86348,0.5309,0.83776,0.74799,0.60275,0.63789,0.44904,0.8529,0.52404,0.82655,0.00048145,0.00048145,0.00048145
234,1487.56,0.84883,0.52316,0.8341,0.77141,0.56976,0.64234,0.45703,0.8485,0.52166,0.82571,0.000480831,0.000480831,0.000480831
235,1493.87,0.85041,0.52096,0.83467,0.76041,0.58329,0.6455,0.45833,0.8632,0.52336,0.82845,0.000480213,0.000480213,0.000480213
236,1500.24,0.83938,0.51827,0.83559,0.79128,0.58346,0.65141,0.45868,0.86044,0.51962,0.82813,0.000479594,0.000479594,0.000479594
237,1506.65,0.83905,0.51661,0.83369,0.74109,0.60019,0.64614,0.45255,0.85706,0.51504,0.82736,0.000478975,0.000478975,0.000478975
238,1512.87,0.847,0.52045,0.83687,0.75123,0.5706,0.63005,0.43852,0.87237,0.52124,0.82862,0.000478356,0.000478356,0.000478356
239,1519.13,0.84002,0.52051,0.83638,0.78648,0.58632,0.65403,0.46094,0.85044,0.50809,0.82481,0.000477738,0.000477738,0.000477738
240,1525.43,0.86784,0.53123,0.84111,0.76214,0.57645,0.6491,0.45858,0.85442,0.51743,0.82806,0.000477119,0.000477119,0.000477119
241,1531.7,0.85201,0.52409,0.83408,0.79365,0.55899,0.6398,0.45376,0.85463,0.51538,0.82696,0.0004765,0.0004765,0.0004765
242,1537.86,0.84532,0.51778,0.83586,0.80294,0.55466,0.64716,0.45449,0.8449,0.51013,0.82602,0.000475881,0.000475881,0.000475881
243,1544.06,0.85563,0.52808,0.83595,0.84806,0.53608,0.64526,0.45738,0.85954,0.51992,0.82752,0.000475263,0.000475263,0.000475263
244,1550.5,0.84798,0.52222,0.83519,0.85277,0.56472,0.65348,0.45749,0.8689,0.52344,0.83098,0.000474644,0.000474644,0.000474644
245,1556.75,0.85126,0.52549,0.83603,0.79924,0.57131,0.64684,0.45225,0.85719,0.52113,0.83,0.000474025,0.000474025,0.000474025
246,1563.13,0.84238,0.52199,0.83842,0.78696,0.57779,0.64416,0.44822,0.86795,0.52512,0.83038,0.000473406,0.000473406,0.000473406
247,1569.51,0.86731,0.5332,0.83984,0.80548,0.54968,0.64335,0.45755,0.86577,0.52368,0.83083,0.000472788,0.000472788,0.000472788
248,1575.89,0.84635,0.51873,0.83524,0.79461,0.56265,0.64002,0.45484,0.85572,0.51855,0.82993,0.000472169,0.000472169,0.000472169
249,1582.19,0.84892,0.5219,0.83812,0.79436,0.57522,0.63655,0.44304,0.85479,0.51512,0.82885,0.00047155,0.00047155,0.00047155
250,1588.39,0.85071,0.52174,0.83723,0.78694,0.59489,0.64698,0.44944,0.8506,0.51206,0.82746,0.000470931,0.000470931,0.000470931
251,1594.66,0.84151,0.5194,0.83441,0.76682,0.58976,0.64044,0.44593,0.858,0.51903,0.82619,0.000470312,0.000470312,0.000470312
252,1600.86,0.85343,0.52289,0.83513,0.79098,0.58448,0.65222,0.46017,0.84334,0.51435,0.82401,0.000469694,0.000469694,0.000469694
253,1607.3,0.84393,0.51992,0.83644,0.77526,0.59333,0.64865,0.45391,0.86984,0.51876,0.83073,0.000469075,0.000469075,0.000469075
254,1613.53,0.83425,0.52026,0.83627,0.73138,0.60623,0.65286,0.45297,0.86707,0.52154,0.83192,0.000468456,0.000468456,0.000468456
255,1619.7,0.84542,0.5233,0.83843,0.83004,0.55163,0.64382,0.45361,0.86347,0.52248,0.83067,0.000467837,0.000467837,0.000467837
256,1626.05,0.85524,0.52373,0.83962,0.82769,0.54697,0.63602,0.44459,0.88657,0.52753,0.83288,0.000467219,0.000467219,0.000467219
257,1632.42,0.83792,0.51526,0.83755,0.82304,0.53156,0.62264,0.43794,0.84954,0.52087,0.8283,0.0004666,0.0004666,0.0004666
258,1638.89,0.83774,0.51255,0.83303,0.81578,0.53587,0.6195,0.43975,0.86342,0.51938,0.83042,0.000465981,0.000465981,0.000465981
259,1645.18,0.83567,0.51025,0.83177,0.79135,0.56541,0.64357,0.44564,0.88326,0.52279,0.83155,0.000465363,0.000465363,0.000465363
260,1651.44,0.84604,0.52158,0.83797,0.80178,0.58033,0.64843,0.44796,0.86519,0.52082,0.82948,0.000464744,0.000464744,0.000464744
261,1657.69,0.84063,0.51239,0.83613,0.79776,0.57851,0.65189,0.44766,0.8567,0.5178,0.82794,0.000464125,0.000464125,0.000464125
262,1663.94,0.84638,0.5142,0.83821,0.77137,0.60841,0.65784,0.45478,0.86921,0.51386,0.83061,0.000463506,0.000463506,0.000463506
263,1670.44,0.85308,0.51711,0.83254,0.82126,0.56957,0.6432,0.44945,0.85389,0.51706,0.82871,0.000462887,0.000462887,0.000462887
264,1676.61,0.82748,0.50963,0.83601,0.79514,0.59117,0.65347,0.45208,0.84324,0.51209,0.82758,0.000462269,0.000462269,0.000462269
265,1683.04,0.81194,0.50172,0.83259,0.8532,0.5751,0.66474,0.46433,0.83349,0.50517,0.82626,0.00046165,0.00046165,0.00046165
266,1689.4,0.84378,0.51561,0.83748,0.7795,0.57909,0.65192,0.45699,0.85022,0.51097,0.82737,0.000461031,0.000461031,0.000461031
267,1695.66,0.84227,0.51791,0.8358,0.77023,0.60644,0.65493,0.45791,0.84607,0.50713,0.82576,0.000460413,0.000460413,0.000460413
268,1702.07,0.84222,0.5135,0.83444,0.749,0.59687,0.64825,0.45923,0.8435,0.50915,0.82566,0.000459794,0.000459794,0.000459794
269,1708.38,0.826,0.50803,0.83326,0.79617,0.5665,0.64388,0.46484,0.83692,0.50417,0.82597,0.000459175,0.000459175,0.000459175
270,1714.55,0.83375,0.51431,0.838,0.76464,0.57998,0.63369,0.45717,0.83764,0.51175,0.82512,0.000458556,0.000458556,0.000458556
271,1720.85,0.82681,0.50631,0.83423,0.74884,0.58711,0.64168,0.45933,0.84797,0.5127,0.8277,0.000457938,0.000457938,0.000457938
272,1727.15,0.84655,0.51465,0.83546,0.7887,0.59027,0.65211,0.45417,0.8529,0.51305,0.82885,0.000457319,0.000457319,0.000457319
273,1733.42,0.83548,0.50976,0.83693,0.7332,0.59624,0.62951,0.44757,0.84441,0.51135,0.82642,0.0004567,0.0004567,0.0004567
274,1739.72,0.84482,0.51047,0.83457,0.7761,0.59082,0.64328,0.45802,0.84958,0.50959,0.82803,0.000456081,0.000456081,0.000456081
275,1745.96,0.85088,0.51808,0.83546,0.77919,0.60203,0.65114,0.45924,0.84804,0.51086,0.82884,0.000455462,0.000455462,0.000455462
276,1752.2,0.834,0.51033,0.83643,0.80929,0.56025,0.64805,0.45812,0.87308,0.52268,0.8321,0.000454844,0.000454844,0.000454844
277,1758.49,0.81062,0.49347,0.82945,0.82075,0.5612,0.64656,0.45367,0.87316,0.51798,0.83228,0.000454225,0.000454225,0.000454225
278,1764.8,0.82721,0.50506,0.8343,0.8144,0.58217,0.65699,0.45907,0.83936,0.50555,0.82644,0.000453606,0.000453606,0.000453606
279,1771.01,0.83365,0.50393,0.83288,0.7909,0.57646,0.65251,0.46131,0.83415,0.49902,0.82624,0.000452987,0.000452987,0.000452987
280,1777.2,0.82395,0.50321,0.83413,0.80406,0.57682,0.65299,0.46383,0.83787,0.49446,0.82543,0.000452369,0.000452369,0.000452369
281,1783.59,0.84865,0.51098,0.83536,0.8286,0.56561,0.65977,0.46942,0.83509,0.49878,0.82533,0.00045175,0.00045175,0.00045175
282,1789.92,0.84289,0.50755,0.83218,0.78531,0.58161,0.6565,0.46269,0.84171,0.5039,0.82635,0.000451131,0.000451131,0.000451131
283,1796.35,0.81722,0.50102,0.83203,0.85076,0.57084,0.66446,0.46694,0.82434,0.49272,0.82475,0.000450513,0.000450513,0.000450513
284,1802.54,0.8157,0.49952,0.83305,0.87537,0.562,0.66801,0.46871,0.82975,0.49535,0.82537,0.000449894,0.000449894,0.000449894
285,1809.06,0.82648,0.50022,0.8301,0.80032,0.58248,0.65238,0.45616,0.84713,0.51583,0.82577,0.000449275,0.000449275,0.000449275
286,1815.48,0.81824,0.50084,0.83329,0.80063,0.57708,0.65331,0.45086,0.84346,0.50978,0.8252,0.000448656,0.000448656,0.000448656
287,1821.73,0.81605,0.49534,0.83097,0.78168,0.55191,0.64407,0.44985,0.8418,0.50602,0.82672,0.000448037,0.000448037,0.000448037
288,1828.04,0.81665,0.502,0.83106,0.78285,0.57067,0.64383,0.45423,0.8515,0.50342,0.82843,0.000447419,0.000447419,0.000447419
289,1834.49,0.83666,0.50513,0.83306,0.73061,0.5942,0.63842,0.44996,0.85255,0.50966,0.82732,0.0004468,0.0004468,0.0004468
290,1840.76,0.83636,0.50562,0.83292,0.80988,0.56557,0.64121,0.46119,0.84334,0.50253,0.82568,0.000446181,0.000446181,0.000446181
291,1847,0.81372,0.49682,0.83303,0.83591,0.58291,0.66292,0.47304,0.8253,0.49096,0.824,0.000445562,0.000445562,0.000445562
292,1853.49,0.81995,0.49611,0.83061,0.79328,0.58317,0.65157,0.46175,0.82592,0.49299,0.82479,0.000444944,0.000444944,0.000444944
293,1859.69,0.81157,0.49667,0.83124,0.82462,0.59295,0.65912,0.4604,0.83372,0.49505,0.82432,0.000444325,0.000444325,0.000444325
294,1865.86,0.81576,0.49568,0.83149,0.76677,0.61081,0.65843,0.46025,0.84106,0.49616,0.82572,0.000443706,0.000443706,0.000443706
295,1872.31,0.83132,0.49953,0.83247,0.81273,0.54824,0.63893,0.44767,0.84904,0.50236,0.82669,0.000443088,0.000443088,0.000443088
296,1878.72,0.82129,0.4999,0.83242,0.75238,0.58675,0.65275,0.44959,0.84753,0.50621,0.82724,0.000442469,0.000442469,0.000442469
297,1884.89,0.82299,0.49649,0.83148,0.78094,0.59037,0.66079,0.45248,0.86229,0.50418,0.82802,0.00044185,0.00044185,0.00044185
298,1891.22,0.81496,0.49372,0.83116,0.81464,0.56089,0.65864,0.45063,0.85554,0.50648,0.82832,0.000441231,0.000441231,0.000441231
299,1897.58,0.81168,0.48984,0.83119,0.81013,0.58055,0.64566,0.45654,0.83479,0.49363,0.82471,0.000440612,0.000440612,0.000440612
300,1903.94,0.8127,0.4946,0.83051,0.85891,0.5761,0.66516,0.46755,0.82605,0.48622,0.82467,0.000439994,0.000439994,0.000439994
301,1910.11,0.80817,0.49449,0.83049,0.79132,0.59987,0.65811,0.45765,0.84903,0.4955,0.82695,0.000439375,0.000439375,0.000439375
302,1916.62,0.82011,0.49306,0.82886,0.80064,0.5958,0.65469,0.45647,0.84558,0.49982,0.82627,0.000438756,0.000438756,0.000438756
303,1923.13,0.8305,0.50106,0.83055,0.80217,0.59661,0.65425,0.45519,0.85482,0.49811,0.82812,0.000438138,0.000438138,0.000438138
304,1929.56,0.8233,0.49411,0.83064,0.83702,0.57623,0.65117,0.45809,0.84138,0.49521,0.82915,0.000437519,0.000437519,0.000437519
305,1936.01,0.80213,0.48685,0.83025,0.82193,0.58613,0.6568,0.45919,0.83269,0.48745,0.82599,0.0004369,0.0004369,0.0004369
306,1942.27,0.80375,0.49136,0.82817,0.82817,0.59654,0.66413,0.46534,0.83551,0.48678,0.82613,0.000436281,0.000436281,0.000436281
307,1948.47,0.80204,0.48544,0.82978,0.81114,0.58628,0.66864,0.47867,0.81663,0.48577,0.82289,0.000435662,0.000435662,0.000435662
308,1954.75,0.81238,0.49533,0.83021,0.78011,0.60502,0.663,0.46919,0.82152,0.484,0.8239,0.000435044,0.000435044,0.000435044
309,1961.01,0.80798,0.48957,0.82768,0.8363,0.59287,0.67093,0.47437,0.82811,0.48643,0.82416,0.000434425,0.000434425,0.000434425
310,1967.36,0.82251,0.4965,0.83013,0.7651,0.59988,0.65769,0.46718,0.82283,0.49243,0.82375,0.000433806,0.000433806,0.000433806
311,1973.76,0.81988,0.49445,0.83161,0.80874,0.60681,0.66028,0.47008,0.81877,0.48923,0.82246,0.000433187,0.000433187,0.000433187
312,1980.09,0.82026,0.49584,0.83099,0.80015,0.59191,0.66,0.46256,0.82704,0.49061,0.82439,0.000432569,0.000432569,0.000432569
313,1986.48,0.81661,0.4921,0.8267,0.8077,0.59047,0.65635,0.46651,0.82263,0.48722,0.82253,0.00043195,0.00043195,0.00043195
314,1992.91,0.80925,0.49083,0.82845,0.81925,0.5902,0.66067,0.46666,0.82243,0.48585,0.8232,0.000431331,0.000431331,0.000431331
315,1999.24,0.82227,0.4958,0.83136,0.78583,0.58332,0.65404,0.46324,0.8382,0.4876,0.82559,0.000430712,0.000430712,0.000430712
316,2005.54,0.81379,0.49252,0.82939,0.76187,0.6135,0.65918,0.46613,0.84189,0.49406,0.82691,0.000430094,0.000430094,0.000430094
317,2011.81,0.81102,0.4904,0.82975,0.78008,0.58432,0.65787,0.46201,0.83352,0.49062,0.82583,0.000429475,0.000429475,0.000429475
318,2017.99,0.81929,0.49504,0.82838,0.86923,0.55554,0.65533,0.45972,0.8356,0.49236,0.82512,0.000428856,0.000428856,0.000428856
319,2024.36,0.80115,0.48787,0.83149,0.80833,0.57839,0.6505,0.46291,0.82095,0.49261,0.82299,0.000428237,0.000428237,0.000428237
320,2030.65,0.81163,0.48889,0.83017,0.7743,0.60792,0.65667,0.46633,0.83153,0.49598,0.82302,0.000427619,0.000427619,0.000427619
321,2037,0.81422,0.4896,0.82985,0.78443,0.60052,0.64973,0.46211,0.8281,0.49411,0.8213,0.000427,0.000427,0.000427
322,2043.28,0.79958,0.48344,0.82967,0.76305,0.61323,0.6681,0.47097,0.82272,0.49081,0.82173,0.000426381,0.000426381,0.000426381
323,2049.52,0.7959,0.48009,0.82664,0.78086,0.61776,0.67131,0.48195,0.82401,0.48844,0.82178,0.000425762,0.000425762,0.000425762
324,2055.96,0.8174,0.48914,0.83249,0.76101,0.6123,0.66841,0.46747,0.82698,0.49485,0.82318,0.000425144,0.000425144,0.000425144
325,2062.25,0.79624,0.48476,0.8292,0.79971,0.58473,0.6678,0.46931,0.83383,0.49089,0.82322,0.000424525,0.000424525,0.000424525
326,2068.51,0.80557,0.48855,0.8309,0.79916,0.57756,0.6675,0.47146,0.83632,0.49405,0.82474,0.000423906,0.000423906,0.000423906
327,2074.75,0.81657,0.49278,0.82955,0.80834,0.58454,0.67463,0.48015,0.83914,0.49293,0.82471,0.000423288,0.000423288,0.000423288
328,2081.05,0.82014,0.49411,0.83128,0.90348,0.55462,0.66896,0.48013,0.82848,0.49217,0.82331,0.000422669,0.000422669,0.000422669
329,2087.4,0.81408,0.49096,0.83104,0.85204,0.59536,0.67041,0.47464,0.81588,0.48679,0.82174,0.00042205,0.00042205,0.00042205
330,2093.56,0.79317,0.4811,0.82656,0.79701,0.6155,0.66619,0.46877,0.81671,0.48947,0.82106,0.000421431,0.000421431,0.000421431
331,2099.88,0.79927,0.4858,0.82952,0.79236,0.60496,0.67378,0.47662,0.81121,0.4855,0.82048,0.000420812,0.000420812,0.000420812
332,2106.04,0.79244,0.48164,0.83035,0.84775,0.57879,0.66848,0.47318,0.81799,0.48947,0.82217,0.000420194,0.000420194,0.000420194
333,2112.32,0.79672,0.48555,0.82821,0.86952,0.56675,0.67388,0.47645,0.81417,0.48324,0.82249,0.000419575,0.000419575,0.000419575
334,2118.68,0.80341,0.48417,0.82962,0.80442,0.59326,0.65146,0.46456,0.82982,0.49494,0.82362,0.000418956,0.000418956,0.000418956
335,2125.14,0.8292,0.49666,0.83123,0.82162,0.59237,0.66824,0.47956,0.83926,0.49526,0.82612,0.000418337,0.000418337,0.000418337
336,2131.42,0.82795,0.49417,0.83319,0.82746,0.58733,0.66276,0.47604,0.82943,0.48825,0.82283,0.000417719,0.000417719,0.000417719
337,2137.73,0.81476,0.48992,0.82819,0.80418,0.58681,0.67152,0.48082,0.81857,0.48443,0.82123,0.0004171,0.0004171,0.0004171
338,2143.99,0.79781,0.48301,0.82797,0.80744,0.59069,0.6675,0.48206,0.8229,0.48939,0.82213,0.000416481,0.000416481,0.000416481
339,2150.26,0.78948,0.4766,0.82826,0.81881,0.57821,0.66394,0.47343,0.85126,0.49442,0.82599,0.000415862,0.000415862,0.000415862
340,2156.66,0.81652,0.48866,0.83056,0.85295,0.56477,0.6589,0.46004,0.85875,0.50127,0.82842,0.000415244,0.000415244,0.000415244
341,2162.96,0.79471,0.47618,0.82791,0.8426,0.5715,0.6619,0.46656,0.83307,0.49694,0.82367,0.000414625,0.000414625,0.000414625
342,2169.32,0.80366,0.48389,0.82862,0.85738,0.5722,0.67126,0.47133,0.81764,0.48637,0.81985,0.000414006,0.000414006,0.000414006
343,2175.73,0.80899,0.48716,0.83006,0.88819,0.57627,0.68372,0.47443,0.80867,0.48115,0.82046,0.000413387,0.000413387,0.000413387
344,2181.93,0.80261,0.48331,0.82908,0.82401,0.60424,0.67815,0.47535,0.81037,0.48398,0.82131,0.000412769,0.000412769,0.000412769
345,2188.34,0.82164,0.48674,0.82893,0.78532,0.58666,0.66756,0.47782,0.82129,0.48646,0.82312,0.00041215,0.00041215,0.00041215
346,2194.54,0.81087,0.48504,0.82718,0.76317,0.61768,0.66422,0.47574,0.82117,0.48716,0.82328,0.000411531,0.000411531,0.000411531
347,2200.77,0.8038,0.48012,0.82557,0.74217,0.59741,0.65842,0.47475,0.81063,0.48139,0.821,0.000410913,0.000410913,0.000410913
348,2207.28,0.8045,0.47974,0.82907,0.8224,0.57517,0.66374,0.47473,0.81057,0.47778,0.82041,0.000410294,0.000410294,0.000410294
349,2213.68,0.78555,0.47135,0.82315,0.86686,0.57196,0.67497,0.47987,0.80049,0.47174,0.82103,0.000409675,0.000409675,0.000409675
350,2219.97,0.78408,0.4713,0.82656,0.83749,0.5747,0.67751,0.4829,0.80618,0.47238,0.82185,0.000409056,0.000409056,0.000409056
351,2226.44,0.78396,0.47057,0.82581,0.77847,0.61666,0.67377,0.48407,0.80686,0.47079,0.82084,0.000408438,0.000408438,0.000408438
352,2232.82,0.80158,0.48215,0.82755,0.78833,0.59608,0.66573,0.47692,0.8085,0.4748,0.82093,0.000407819,0.000407819,0.000407819
353,2239.08,0.79493,0.47621,0.82764,0.77026,0.57169,0.65618,0.4679,0.82286,0.48132,0.82267,0.0004072,0.0004072,0.0004072
354,2245.43,0.79136,0.47682,0.82683,0.84747,0.55678,0.65651,0.47033,0.83068,0.48445,0.82232,0.000406581,0.000406581,0.000406581
355,2251.8,0.80193,0.48207,0.82836,0.79614,0.57794,0.6626,0.47225,0.80986,0.47549,0.81878,0.000405963,0.000405963,0.000405963
356,2258.06,0.80044,0.4829,0.82889,0.81317,0.59641,0.6701,0.47779,0.81336,0.47782,0.81991,0.000405344,0.000405344,0.000405344
357,2264.31,0.79785,0.47922,0.8283,0.81154,0.60588,0.676,0.48228,0.81458,0.47483,0.82103,0.000404725,0.000404725,0.000404725
358,2270.68,0.78576,0.47538,0.82659,0.80692,0.58105,0.66144,0.4766,0.80948,0.46833,0.82045,0.000404106,0.000404106,0.000404106
359,2276.85,0.79726,0.47744,0.82788,0.87639,0.5527,0.66073,0.4785,0.80778,0.47032,0.81975,0.000403488,0.000403488,0.000403488
360,2283.15,0.81496,0.48538,0.83022,0.85925,0.5773,0.66656,0.47696,0.81351,0.47652,0.81977,0.000402869,0.000402869,0.000402869
361,2289.47,0.8003,0.48048,0.82737,0.8869,0.56805,0.67869,0.4816,0.81012,0.47373,0.81906,0.00040225,0.00040225,0.00040225
362,2295.9,0.82085,0.48525,0.82816,0.82043,0.603,0.67407,0.47416,0.8068,0.46994,0.81889,0.000401631,0.000401631,0.000401631
363,2302.14,0.79795,0.47713,0.82833,0.78731,0.6168,0.67728,0.48484,0.79328,0.46986,0.81802,0.000401012,0.000401012,0.000401012
364,2308.44,0.79473,0.4749,0.82473,0.8702,0.5732,0.68507,0.49474,0.79695,0.46715,0.81907,0.000400394,0.000400394,0.000400394
365,2314.65,0.77529,0.46747,0.82461,0.85036,0.57719,0.67803,0.4949,0.79974,0.46466,0.81864,0.000399775,0.000399775,0.000399775
366,2320.82,0.78441,0.47321,0.82757,0.85651,0.57799,0.68024,0.49601,0.80526,0.46674,0.81883,0.000399156,0.000399156,0.000399156
367,2327.15,0.7864,0.47036,0.82429,0.81094,0.58879,0.67067,0.48926,0.80361,0.4676,0.81845,0.000398538,0.000398538,0.000398538
